date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:20:30	28530/28530	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/shoppingcart.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/shoppingcart.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:31	135458/135458	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2013:15:28%20GMT	http://ledthanhdat.vn/html/vereesa/home2.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/home2.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:31	221513/221513	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2013:15:32%20GMT	http://ledthanhdat.vn/html/vereesa/home3.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/home3.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:31	61764/61764	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/gridproducts.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/gridproducts.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:32	108174/108174	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/gridproducts_bannerslider.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/gridproducts_bannerslider.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:32	63239/63239	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/gridproducts_leftsidebar.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/gridproducts_leftsidebar.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:33	87409/87409	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/listproducts.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/listproducts.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:34	40246/40246	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Feb%202022%2015:52:53%20GMT	http://ledthanhdat.vn/html/vereesa/contact.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/contact.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:34	23191/23191	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/404page.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/404page.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:34	73908/73908	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:18%20GMT	http://ledthanhdat.vn/html/vereesa/productdetails-fullwidth.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/productdetails-fullwidth.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:35	52236/52236	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/productdetails-rightsidebar.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/productdetails-rightsidebar.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:35	56361/56361	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/productdetails-leftsidebar.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/productdetails-leftsidebar.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:36	32966/32966	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/bloggrid.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/bloggrid.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:36	39930/39930	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/inblog_right-siderbar.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/inblog_right-siderbar.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:37	43230/43230	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:18%20GMT	http://ledthanhdat.vn/html/vereesa/blogmasonry.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/blogmasonry.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:37	35747/35747	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:18%20GMT	http://ledthanhdat.vn/html/vereesa/bloglist.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/bloglist.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:38	35679/35679	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/bloglist-leftsidebar.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/bloglist-leftsidebar.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:39	39808/39808	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/inblog_left-siderbar.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/inblog_left-siderbar.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:40	28111/28111	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:09:20%20GMT	http://ledthanhdat.vn/html/vereesa/about.html	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/about.html	(from http://ledthanhdat.vn/html/vereesa/)
14:20:40	13656/13656	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2002:00:02%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-17.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-17.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:40	11414/11414	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2002:00:54%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-20.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-20.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:41	8488/8488	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2002:00:40%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-19.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-19.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:42	8672/8672	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2002:00:14%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-18.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-18.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:42	9441/9441	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2001:55:16%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-2.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-2.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:44	5653/5653	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2001:55:54%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-5.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-5.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:44	7687/7687	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2001:56:28%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-7.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-7.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:46	6102/6102	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2001:56:54%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-9.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-9.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:47	10560/10560	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2001:58:24%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-11.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-11.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:47	7743/7743	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2001:59:16%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-14.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-14.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:48	5862/5862	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2001:59:48%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/product-item-16.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/product-item-16.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:49	36982/36982	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2002:36:44%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/slider-blog-thumb-1.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/slider-blog-thumb-1.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:51	6739/6739	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Dec%202017%2014:31:46%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/payments.png	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/payments.png	(from http://ledthanhdat.vn/html/vereesa/)
14:20:53	23012/23012	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2002:37:30%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/slider-blog-thumb-4.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/slider-blog-thumb-4.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:53	47291/47291	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2002:43:06%20GMT	http://ledthanhdat.vn/html/vereesa/assets/images/slider-blog-thumb-2.jpg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/images/slider-blog-thumb-2.jpg	(from http://ledthanhdat.vn/html/vereesa/)
14:20:54	97163/97163	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20May%202017%2003:06:14%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/jquery-1.12.4.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/jquery-1.12.4.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:54	13684/13684	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202017%2008:44:10%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/jquery-countdown.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/jquery-countdown.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:54	37045/37045	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20Jul%202016%2008:53:30%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/bootstrap.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/bootstrap.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:55	35324/35324	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20May%202017%2009:56:46%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/isotope.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/isotope.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:57	14525/14525	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2001%20Sep%202019%2009:08:46%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/mobile-menu.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/mobile-menu.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:58	240439/240439	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20Jul%202017%2008:47:20%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/jquery-ui.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/jquery-ui.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:58	51978/51978	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Aug%202017%2014:27:42%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/chosen.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/chosen.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:59	1139/1139	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20May%202017%2002:09:58%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/jquery.actual.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/jquery.actual.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:20:59	48709/48709	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2001%20Sep%202019%2005:05:48%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/fancybox/source/jquery.fancybox.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/fancybox/source/jquery.fancybox.js	(from http://ledthanhdat.vn/html/vereesa/)
14:21:00	2726/2726	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20May%202017%2009:05:16%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/owl.thumbs.min.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/owl.thumbs.min.js	(from http://ledthanhdat.vn/html/vereesa/)
14:21:00	37029/37029	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202019%2009:40:38%20GMT	http://ledthanhdat.vn/html/vereesa/assets/js/frontend-plugin.js	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/js/frontend-plugin.js	(from http://ledthanhdat.vn/html/vereesa/)
14:21:03	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2026%20Jul%202017%2011:33:50%20GMT	http://ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://ledthanhdat.vn/html/vereesa/assets/css/bootstrap.min.css)
14:21:03	18028/18028	---M--	200	added ('OK')	font/woff2	date:Wed,%2026%20Jul%202017%2011:33:54%20GMT	http://ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.woff2	(from http://ledthanhdat.vn/html/vereesa/assets/css/bootstrap.min.css)
14:21:04	23424/23424	---M--	200	added ('OK')	font/woff	date:Wed,%2026%20Jul%202017%2011:33:54%20GMT	http://ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.woff	(from http://ledthanhdat.vn/html/vereesa/assets/css/bootstrap.min.css)
14:21:05	109025/109025	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2026%20Jul%202017%2011:33:52%20GMT	http://ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.svg	(from http://ledthanhdat.vn/html/vereesa/assets/css/bootstrap.min.css)
14:21:05	31000/31000	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Dec%202016%2008:50:34%20GMT	http://ledthanhdat.vn/html/vereesa/assets/css/font-awesome.min.css	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/css/font-awesome.min.css	(from http://ledthanhdat.vn/html/vereesa/)
14:21:06	45404/45404	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2026%20Jul%202017%2011:33:52%20GMT	http://ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/fonts/glyphicons-halflings-regular.ttf	(from http://ledthanhdat.vn/html/vereesa/assets/css/bootstrap.min.css)
14:21:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jan%202024%2008:51:06%20GMT	http://ledthanhdat.vn/html/vereesa/assets/css/owl.video.play.png	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/css/owl.video.play.png	(from http://ledthanhdat.vn/html/vereesa/assets/css/owl.carousel.min.css)
14:21:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jan%202024%2008:51:08%20GMT	https://ledthanhdat.vn/html/vereesa/assets/css/owl.video.play.png	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/css/owl.video.play.5d.delayed	(from http://ledthanhdat.vn/html/vereesa/assets/css/owl.carousel.min.css)
14:21:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jan%202024%2008:51:09%20GMT	http://ledthanhdat.vn/html/vereesa/assets/css/images/ui-icons_444444_256x240.png	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/css/images/ui-icons_444444_256x240.png	(from http://ledthanhdat.vn/html/vereesa/assets/css/jquery-ui.css)
14:21:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jan%202024%2008:51:11%20GMT	https://ledthanhdat.vn/html/vereesa/assets/css/images/ui-icons_444444_256x240.png	C:/Users/ranve/Documents/Right%20Angle/original%20template/ledthanhdat.vn/html/vereesa/assets/css/images/ui-icons_444444_256x240.png	(from http://ledthanhdat.vn/html/vereesa/assets/css/jquery-ui.css)
